Product Website,Product Name, Product Price, Product Link
Lazada,Moshkin FX Protective Case for Apple iPhone 11 / 11 Pro / 11 Pro Max - Black/ Clear,RM69.00,https://www.lazada.com.my/products/moshkin-fx-protective-case-for-apple-iphone-11-11-pro-11-pro-max-black-clear-i1307684645-s4004758018.html?search=1
Lazada,Prodigee Super Star Stylish Portective Case for iPhone 11 Pro Max,RM119.00,https://www.lazada.com.my/products/prodigee-super-star-stylish-portective-case-for-iphone-11-pro-max-i1296296147-s3948604425.html?search=1
Lazada,Prodigee Safetee Steel Protective Case for iPhone 11 / iPhone 11 Pro,RM119.00,https://www.lazada.com.my/products/prodigee-safetee-steel-protective-case-for-iphone-11-iphone-11-pro-i1296174170-s3948168538.html?search=1
Lazada,iPhone_SE 11 12mini1212PRO_MAX 13 13 PRO_MAX 13 PRO HYBRID UNLOCK (DO NOT RESET),RM895.00,https://www.lazada.com.my/products/iphone_se-11-12mini1212pro_max-13-13-pro_max-13-pro-hybrid-unlock-do-not-reset-i2802597454-s13414424740.html?search=1
Lazada,Apple iPhone 11 128GB,RM2529.00,https://www.lazada.com.my/products/apple-iphone-11-128gb-i1245868147-s3716348292.html?search=1
Lazada,IPHONE_11_WHITE_256GB-4GB RAM BRAND NEW,RM1100.00,https://www.lazada.com.my/products/iphone_11_white_256gb-4gb-ram-brand-new-i2863984120-s13809438236.html?search=1
Lazada,Iphone_11_pro_512gb-4gb Ram brand new,RM1600.00,https://www.lazada.com.my/products/iphone_11_pro_512gb-4gb-ram-brand-new-i2863544060-s13807240314.html?search=1
Lazada,Iphone_11_pro_Max_512gb-4gb Ram brand new,RM1650.00,https://www.lazada.com.my/products/iphone_11_pro_max_512gb-4gb-ram-brand-new-i2863539116-s13807230638.html?search=1
Lazada,_iPhone_11_White Brand New 128GB,RM1000.00,https://www.lazada.com.my/products/_iphone_11_white-brand-new-128gb-i2863523086-s13807218067.html?search=1
Lazada,Iphone_11_256gb-4gb Ram brand new [FREE shipping],RM1400.00,https://www.lazada.com.my/products/iphone_11_256gb-4gb-ram-brand-new-free-shipping-i2863468504-s13807216085.html?search=1
Lazada,Iphone_11_pro_max_512GB_4GBRAM_BRAND NEW,RM1700.00,https://www.lazada.com.my/products/iphone_11_pro_max_512gb_4gbram_brand-new-i2863461059-s13806764365.html?search=1
Lazada,Iphone_11_WHITE_256GB_4GBRAM_BRAND NEW,RM1500.00,https://www.lazada.com.my/products/iphone_11_white_256gb_4gbram_brand-new-i2863424146-s13806554870.html?search=1
Lazada,Brand New iPhone_11_128GB,RM1100.00,https://www.lazada.com.my/products/brand-new-iphone_11_128gb-i2863414653-s13807166167.html?search=1
Shopee,Apple iPhone 11 128GB,RM2499.00,https://shopee.com.my/Apple-iPhone-11-128GB-i.304504082.4552579062?sp_atk=d261275b-0b0b-424b-a693-4414f0897c67
Shopee,Ready Stock?Luxury Electroplating Casing iPhone 13 12 11 Pro Max iPhone 11 X XS XS Max 6 6S 7 8 Plus Soft Phone Cover,RM7.23-RM7.59,https://shopee.com.my/Ready-Stock%F0%9F%8C%88Luxury-Electroplating-Casing-iPhone-13-12-11-Pro-Max-iPhone-11-X-XS-XS-Max-6-6S-7-8-Plus-Soft-Phone-Cover-i.369032772.12638267865?sp_atk=7d64a1f7-befb-413f-9aa4-f7f153951d49
Shopee,Clear Floral Summer Case iPhone 6 6s 7 8 Plus iPhone 11 12 Pro Max X XR XS MAX SE 2020 Fresh Flowers Memo Transparent Clear Soft TPU Back Cover Flower Casing,RM3.59,https://shopee.com.my/Clear-Floral-Summer-Case-iPhone-6-6s-7-8-Plus-iPhone-11-12-Pro-Max-X-XR-XS-MAX-SE-2020-Fresh-Flowers-Memo-Transparent-Clear-Soft-TPU-Back-Cover-Flower-Casing-i.29551177.8886606053?sp_atk=6b0e2919-c7da-4117-b3e1-4bd4bab61726
Shopee,Iphone 11 11Pro 11Pro Max Silicone Liquid Casing Colour Candy PhoneCase Softcase with Logo COL3,RM4.79-RM4.89,https://shopee.com.my/Iphone-11-11Pro-11Pro-Max-Silicone-Liquid-Casing-Colour-Candy-PhoneCase-Softcase-with-Logo-COL3-i.142288505.7336493886?sp_atk=aca663b7-af51-40c8-858e-28f16dd9b226
Shopee,Ready Stock Monkey D.Luffy Case IPhone 7/SE/8 Plus/X/Xs/Xr/Xs Max/IPhone 11/11 Pro/11 Pro Max/12/12 Pro/12 Pro Max,RM5.99,https://shopee.com.my/Ready-Stock-Monkey-D.Luffy-Case-IPhone-7-SE-8-Plus-X-Xs-Xr-Xs-Max-IPhone-11-11-Pro-11-Pro-Max-12-12-Pro-12-Pro-Max-i.84661447.7960855942?sp_atk=5e9035ce-1df7-4d42-9176-17b85feff2f1
Shopee,11 Iphone smartphone secondhand iphone 11 64 256 original,RM1699.00-RM1899.00,https://shopee.com.my/11-Iphone-smartphone-secondhand-iphone-11-64-256-original-i.649541790.17423812471?sp_atk=00727d9d-b214-4cf8-af58-ed9a161a499c
Shopee,Apple iPhone 11 64GB / 128GB / 256GB,RM2339.00-RM2539.00,https://shopee.com.my/Apple-iPhone-11-64GB-128GB-256GB-i.304509804.7751920122?sp_atk=e4e9e460-39f1-46ae-888b-189f5c259e15
Shopee,iPhone 11 512GB (RED) OME Import Set (NEW)?,RM600.00,https://shopee.com.my/iPhone-11-512GB-(RED)-OME-Import-Set-(NEW)%F0%9F%94%A5-i.85893133.15963257856?sp_atk=641b6ebb-d77d-40fc-96e8-25b82bfd2327
Shopee,Iphone 11 Black 128GB [Used],RM1850.00,https://shopee.com.my/Iphone-11-Black-128GB-Used--i.33179149.12781666560?sp_atk=bec60ad1-2768-48bb-bb42-72d87a8923f1
Shopee,??iPhone 11 (Used 95% New) 3 Months Warranty Free Fast Charge!,RM2887.40-RM3687.40,https://shopee.com.my/%F0%9F%98%86%F0%9F%8E%B1iPhone-11-(Used-95-New)-3-Months-Warranty-Free-Fast-Charge!-i.570749988.14962750105?sp_atk=f320cd4b-a248-4698-9149-2bb5e8186ce6
Shopee,?APPLE IPHONE 11 USED FULLSET,RM2721.00-RM3441.00,https://shopee.com.my/%E2%AE%8EAPPLE-IPHONE-11-USED-FULLSET-i.570270158.14862750191?sp_atk=20a57133-b281-412d-86bd-b648c21e5e7e
Shopee,?READY STOCK?OtterBox iPhone 11 6.1" Defender Series,RM293.51,https://shopee.com.my/%E3%80%90READY-STOCK%E3%80%91OtterBox-iPhone-11-6.1-Defender-Series-i.541151005.14462624819?sp_atk=9c1bc0ac-e38f-46d7-a60a-3b8772df121d
Shopee,Iphone_11_256GB_4GBRAM_BRAND NEW,RM1500.00,https://shopee.com.my/Iphone_11_256GB_4GBRAM_BRAND-NEW-i.718215273.16524775299?sp_atk=b2c3956f-fe34-4dac-855b-16e650edb64a
Shopee,iPhone 11 (ORIGINAL Second hand) Boleh Minta Gambar /Video Sebelom Beli,RM1799.00-RM2099.00,https://shopee.com.my/iPhone-11-(ORIGINAL-Second-hand)-Boleh-Minta-Gambar-Video-Sebelom-Beli-i.456923447.11512412893?sp_atk=0e9d54f4-8822-4d34-8dd0-a873fbf5d318
Shopee,???Apple iPhone 11 (64GB/128GB/256GB) Free Shipping,RM7738.70-RM8303.00,https://shopee.com.my/%F0%9F%8F%8D%F0%9F%8B%BF%F0%9F%95%9CApple-iPhone-11-(64GB-128GB-256GB)-Free-Shipping-i.698796500.17123111120?sp_atk=312441f3-e520-4ee9-aea2-c5ade104e046
Shopee,IPhone 11 64/128/256 GB Original Used Import set include FreeGift?,RM1699.00-RM1899.00,https://shopee.com.my/IPhone-11-64-128-256-GB-Original-Used-Import-set-include-FreeGift%F0%9F%8E%81-i.125791360.13601748407?sp_atk=3f428638-6cf6-41a2-affe-d86d6bfa4272
Shopee,Apple iPhone 11 / XR second hand set 95% new,RM1298.00-RM2158.00,https://shopee.com.my/Apple-iPhone-11-XR-second-hand-set-95-new-i.162556015.3470783869?sp_atk=e099c659-b3fc-41af-9e23-670550d32c9a
Shopee,??APPLE IPHONE 11 USED FULLSET,RM2722.00-RM3442.00,https://shopee.com.my/%F0%9F%9B%83%F0%9F%84%80APPLE-IPHONE-11-USED-FULLSET-i.438017906.13782148999?sp_atk=f97226d6-d36f-4017-a186-1029dbfb955d
Shopee,IPHONES 11 64 / 128 /256 GB USED SET LIKE NEW,RM1499.00-RM2099.00,https://shopee.com.my/IPHONES-11-64-128-256-GB-USED-SET-LIKE-NEW-i.8946535.6174511513?sp_atk=20cc3288-c096-4c81-ad6e-550fdd30c633
Shopee,???iPhon 11 (6.1") AA+ High Quality/OLED AP Original LCD Touch Screen Digitizer,RM381.25-RM668.35,https://shopee.com.my/%F0%9F%82%A9%F0%9F%80%AE%F0%9F%A5%88iPhon-11-(6.1-)-AA-High-Quality-OLED-AP-Original-LCD-Touch-Screen-Digitizer-i.698760683.16123321774?sp_atk=8e1c337e-b327-4f47-936a-48437dbd29a4
Shopee,ORIGINAL USED IPHONE 11 - IMPORTED,RM1369.00-RM2049.00,https://shopee.com.my/ORIGINAL-USED-IPHONE-11-IMPORTED-i.30985652.15407532096?sp_atk=9c4295e4-339b-4be3-ab81-d356869b1f54
Shopee,iPhone 11 (Used 95% New) 3 Months Warranty Free Fast Charge!,RM1799.00-RM2299.00,https://shopee.com.my/iPhone-11-(Used-95-New)-3-Months-Warranty-Free-Fast-Charge!-i.48929767.10619881414?sp_atk=df53ae65-92d3-4aa5-b969-974dae6c840d
Shopee,?Apple iphone 11 secondhand set 95% new with 20w fast charger (90-100%)battery health,RM2540.29-RM3616.77,https://shopee.com.my/%F0%9F%98%B8Apple-iphone-11-secondhand-set-95-new-with-20w-fast-charger-(90-100-)battery-health-i.698791634.11389702586?sp_atk=aed3a715-0772-4f2a-acb0-82e7f7a5a173
Shopee,?Apple iPhone 11 / XR second hand set 95% new,RM4173.60-RM6925.60,https://shopee.com.my/%E2%9F%9BApple-iPhone-11-XR-second-hand-set-95-new-i.438025443.16124711044?sp_atk=82591489-b738-408f-8132-9559443929b8
Shopee,"iPhone 11" used Apple iPhone 11 95New 100% genuine spot delivery in time,RM1600.00-RM1750.00,https://shopee.com.my/-iPhone-11-used-Apple-iPhone-11-95New-100-genuine-spot-delivery-in-time-i.615951450.12760097210?sp_atk=efa369ad-02e6-40c0-9675-8223df20563d
Shopee,Apple iPhone 11 Used - Conditions 95% New,RM1748.00-RM1968.00,https://shopee.com.my/Apple-iPhone-11-Used-Conditions-95-New-i.20670985.243846156?sp_atk=ea1ddbf3-4a3f-45e9-82b5-6911f0a793d1
Shopee,Apple iPhone 11 64GB,RM2311.00,https://shopee.com.my/Apple-iPhone-11-64GB-i.304504082.3452675107?sp_atk=963d57f4-3318-4b1e-9abc-b7fa155af2fa
Shopee,Apple iPhone 11 (64GB/128GB/256GB) Free Shipping,RM2299.00-RM2499.00,https://shopee.com.my/Apple-iPhone-11-(64GB-128GB-256GB)-Free-Shipping-i.300442079.7952909238?sp_atk=cca4ac1a-2255-446e-96f9-272f7bc3ee53
Shopee,IPHONES 11 64/128/256GB ORIGINAL USED SET,RM1499.00-RM2088.00,https://shopee.com.my/IPHONES-11-64-128-256GB-ORIGINAL-USED-SET-i.132140196.13344504266?sp_atk=bc737692-02fd-4c1c-809b-30abb4737a40
Shopee,?Apple iphone 11 secondhand set 95% new with 20w fast charger (90-100%)battery health,RM2463.62-RM3507.47,https://shopee.com.my/%F0%9F%8C%A1Apple-iphone-11-secondhand-set-95-new-with-20w-fast-charger-(90-100-)battery-health-i.438037137.13382153824?sp_atk=dbfef7d9-656b-4132-b770-e12676ea8206
Shopee,?iPhone 11 USED [Condition 95% New],RM2722.00-RM3442.00,https://shopee.com.my/%F0%9F%83%9EiPhone-11-USED-Condition-95-New--i.438024516.17224763925?sp_atk=da39f0e3-2fe2-49e4-a025-93dd0e65f6f4
Shopee,??APPLE IPHONE 11 USED FULLSET,RM2806.75-RM3549.25,https://shopee.com.my/%E2%99%A7%E2%AD%81APPLE-IPHONE-11-USED-FULLSET-i.698789998.14762564657?sp_atk=43e069f5-d01e-4acd-87fc-f58717dadc61
Shopee,iPhone 11 / XR Original USED [BOLEH PILIH] 3 Bulan Warranty,RM1299.00-RM2199.00,https://shopee.com.my/iPhone-11-XR-Original-USED-BOLEH-PILIH-3-Bulan-Warranty-i.478864588.2984823539?sp_atk=d92e6556-9dd2-4d14-b1e1-b223e96f0c6e
Shopee,IPHONE 11 64GB/128GB/256GB USED SET LIKE NEW,RM1519.00-RM2099.00,https://shopee.com.my/IPHONE-11-64GB-128GB-256GB-USED-SET-LIKE-NEW-i.5193978.8203936445?sp_atk=b59e8029-3e9a-4b08-929e-4ca3ca6f56ae
Shopee,Apple iPhone 11 Used (95% NEW),RM1738.00-RM1968.00,https://shopee.com.my/Apple-iPhone-11-Used-(95-NEW)-i.20671511.1039308360?sp_atk=5f6a6c32-0283-4d2e-888d-a615f181fae8
Shopee,Apple iphone 11 secondhand set 95% new with 20w fast charger (90-100%)battery health,RM1533.51-RM2185.92,https://shopee.com.my/Apple-iphone-11-secondhand-set-95-new-with-20w-fast-charger-(90-100-)battery-health-i.162556015.4785042996?sp_atk=298a5915-2190-42ce-86f8-75b3267caa75
Shopee,iPhone 11 / 11Pro / 11 ProMax USED (95% As New),RM1688.00-RM2918.00,https://shopee.com.my/iPhone-11-11Pro-11-ProMax-USED-(95-As-New)-i.20670985.10102972737?sp_atk=1617472d-7cf5-42f7-84ba-eb3d805c3656
Shopee,Apple iPhone 11,RM2518.00-RM2549.00,https://shopee.com.my/Apple-iPhone-11-i.406354149.10401726130?sp_atk=3c031b19-e66d-47db-a162-316ce3221f65
Shopee,Apple iPhone 11 Used (95% New),RM1768.00-RM1998.00,https://shopee.com.my/Apple-iPhone-11-Used-(95-New)-i.12447110.5433007669?sp_atk=f4a6fa52-8766-4de6-93e6-0d801bef38ef
Shopee,IPHONE 11 ORIGINAL USED 64/128 GB,RM1650.00-RM1890.00,https://shopee.com.my/IPHONE-11-ORIGINAL-USED-64-128-GB-i.125021456.14854332170?sp_atk=c1f0b25c-3cc1-4328-b921-f5a28d01fff5
Shopee,Apple iPhone 11 (64GB/128GB/256GB),RM2599.00,https://shopee.com.my/Apple-iPhone-11-(64GB-128GB-256GB)-i.438859640.3989439590?sp_atk=8b52443b-f5f9-4716-bea7-25861451fc0e
Shopee,iPhone 11 & 11Pro & 11Pro Max Used,RM1688.00-RM2948.00,https://shopee.com.my/iPhone-11-11Pro-11Pro-Max-Used-i.60020964.9366142867?sp_atk=a9708858-2a48-4c2d-bc55-9c972a9e5bf1
Shopee,iPhone 1111Pro/ProMax Used / One Year Warranty,RM1728.00-RM2698.00,https://shopee.com.my/iPhone-11-11Pro-ProMax-Used-One-Year-Warranty-i.151067491.3736058664?sp_atk=08665f08-7316-4788-9713-cc8f25ef2131
Shopee,iPhone 11 256GB 100% Official Malaysia Set [Used],RM1899.00,https://shopee.com.my/iPhone-11-256GB-100-Official-Malaysia-Set-Used--i.39066758.14741379857?sp_atk=05a15b04-09a0-45a6-ad03-e35012bc7405
Shopee,APPLE IPHONE 11 FULLSET,RM1799.00,https://shopee.com.my/APPLE-IPHONE-11-FULLSET-i.14493056.13581019154?sp_atk=bf406dfd-767b-4580-a2e3-d04699598a55
Shopee,Used Iphone 7/7 plus /8 /X/iphone 11 Secondhand original,RM390.00-RM2699.00,https://shopee.com.my/Used-Iphone-7-7-plus-8-X-iphone-11-Secondhand-original-i.65486615.10652129920?sp_atk=3455c3f0-955a-4f59-8722-0dea1138888d
Shopee,Uniq Hybrid iPhone 11 Pro (5.8) Combat,RM39.50,https://shopee.com.my/Uniq-Hybrid-iPhone-11-Pro-(5.8)-Combat-i.106726835.4205029077?sp_atk=7952f8aa-e5da-43c3-8a42-0269cd60a9e5
Shopee,IPHONE 11 WITH FREE GIFT (USED SET),RM1980.00-RM2210.00,https://shopee.com.my/IPHONE-11-WITH-FREE-GIFT-(USED-SET)-i.494130268.12061455767?sp_atk=881f898f-4e3d-4b34-ac1d-b29e46aa0d60
Shopee,iPhone 11 Pro & 11 ProMax & iPhone 11,RM1718.00-RM2858.00,https://shopee.com.my/iPhone-11-Pro-11-ProMax-iPhone-11-i.12447110.5435816911?sp_atk=019808d4-8840-4d2d-a86a-d3c76ba49545
Shopee,iPhone 11 (Conditions 95% As New),RM1748.00-RM1968.00,https://shopee.com.my/iPhone-11-(Conditions-95-As-New)-i.20670985.698353326?sp_atk=4ac482d9-ff64-4741-be61-150a13ab5c9e
Shopee,iPhone 11 USED [Condition 95% New],RM1695.00-RM2145.00,https://shopee.com.my/iPhone-11-USED-Condition-95-New--i.3488578.11010485518?sp_atk=ab963324-4f4a-4bde-9b39-299076220db8
Shopee,Apple iPhone 11 64GB / 128GB / 256GB USED Sekali Box Dan Charger,RM1695.00-RM2145.00,https://shopee.com.my/Apple-iPhone-11-64GB-128GB-256GB-USED-Sekali-Box-Dan-Charger-i.3488578.9429121146?sp_atk=7fe69061-d13c-43eb-8684-7000ed3d321e
Shopee,Apple iPhone 11 / 11PRO / 11 PROMAX Used,RM1718.00-RM2948.00,https://shopee.com.my/Apple-iPhone-11-11PRO-11-PROMAX-Used-i.12447110.698309123?sp_atk=bdeabdc1-3c1d-4554-87bc-acf26ccdb0f5
Shopee,Apple iPhone 11 USED (95% As New),RM1748.00-RM1978.00,https://shopee.com.my/Apple-iPhone-11-USED-(95-As-New)-i.60020964.3291717532?sp_atk=5ad373de-2ce8-492e-8df7-38fe86f8abe6
Shopee,Iphone 11 128gb Original Secondhand,RM1880.00,https://shopee.com.my/Iphone-11-128gb-Original-Secondhand-i.562381025.12127329784?sp_atk=6c02a619-13e1-40a5-9de1-7c663f4fc557
Shopee,Refurbished iPhone 11,RM1900.00-RM2300.00,https://shopee.com.my/Refurbished-iPhone-11-i.3488578.5991946777?sp_atk=2c3fcfbb-ffc8-49bd-8e9c-01a966db65e1
Shopee,USED IPHONE 11 64GB/128GB/256GB USED SET LIKE NEW,RM1599.00-RM2159.00,https://shopee.com.my/USED-IPHONE-11-64GB-128GB-256GB-USED-SET-LIKE-NEW-i.468830348.15219045580?sp_atk=706cdadd-3c51-4d1c-a690-7ae3faedf27d
Shopee,?in stock???x?????iPhone11/12?????????????????,RM32.96-RM51.13,https://shopee.com.my/%E3%80%90in-stock%E3%80%91%E8%8B%B9%E6%9E%9Cx%E6%97%A0%E7%BA%BF%E5%85%85%E7%94%B5%E5%99%A8iPhone11-12%E6%89%8B%E6%9C%BA%E5%BF%AB%E5%85%85%E6%9D%BF%E5%8D%8E%E4%B8%BA%E5%B0%8F%E7%B1%B3%E9%80%9A%E7%94%A8%E7%AB%8B%E5%BC%8F%E5%BA%95%E5%BA%A7%E6%94%AF%E6%9E%B6-i.414116527.5590987111?sp_atk=b9f58a77-c405-413b-a405-161b8efa968a
Shopee,Apple iPhone 11 Used,RM1708.00-RM1968.00,https://shopee.com.my/Apple-iPhone-11-Used-i.60005262.989108851?sp_atk=cb2df98c-8e3c-499b-90b2-468f70dcd0bc
Shopee,iPhone X XR XS XS max 11 11pro 11 pro max SE 2 gen battery 100% Original for replacement.,RM125.00-RM275.00,https://shopee.com.my/iPhone-X-XR-XS-XS-max-11-11pro-11-pro-max-SE-2-gen-battery-100-Original-for-replacement.-i.76174965.1699631514?sp_atk=660385dd-23fc-4341-8630-d99ea11bcb8c
